id,nom,marque,caracteristiques,prix,API  prises en charge,Accessoires inclus,Affichage,Alimentation,Ancrable,Appareil d'entrée,Avertissement sur les couleurs de l'image,Batterie,Cache par processeur,Capteurs,Caractéristiques,Caractéristiques principales du processeur,Cartes mémoire flash prises en charge,Clavier,Clavier numérique,Contrôleur de stockage,Contrôleur graphique,Copilot+ PC,Couleur,Couleur du boîtier,Dimensions (LxPxH) - tablette,Disque dur,Débit d'absorption spécifique (DAS),Détails d'interface,Empreinte carbone,Fonctionnalités,Fonctions,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Horloge améliorée (OC),Horloge boostée,Indice de réparabilité,Intelligence Apple,Interface mémoire,Jeu,Localisation,Logiciel(s) inclus,Matériaux de terres rares,Microsoft Copilot,Moniteur,Moteur graphique,Mémoire,Mémoire cache,Mémoire interne,Mémoire vidéo,Nombre de boutons,Nombre maximum de moniteurs,Normes environnementales,Noyaux CUDA,Performances,Poids,Processeur,Programme de ventes par le fabricant,Prêt pour la réalité virtuelle,RAM,Réseau,Réseaux,Résolution,Résolution maximale,Rétroéclairage du clavier,Services inclus,Stockage,Stockage optique,Support,Système d'exploitation,Système d'exploitation fourni,Système d'exploitation requis,Sécurité,Technologie de Plate-forme,Technologie de connectivité,Technologie de détection de mouvements,Transmission à large bande sans fil,Type,Type d'emballage,Type de Produit,Type de bus,Type de tarification,Unité de traitement neural (NPU),Vitesse de la mémoire,Webcam intégrée
11830323,HP EliteBook 6 G1i Notebook AI,HP INC,"Conception de charnière à 177 degrés - Intel Core Ultra 7 - 255U / jusqu'à 5.2 GHz - Win 11 Pro - Intel Graphics - 32 Go RAM - 1 To SSD NVMe, TLC - 14"" IPS HP SureView 5 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - brochet argent aluminium - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",1839.0,,,"14"" WLED HP SureView 5 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,,,,,Brochet argent aluminium,,,,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, HP Tamper Lock, capteur thermique, HP Sure Platform",HP Wolf Pro Security Edition (1 an),,,Intel Graphics,,,,,,,Langue : français / région : France,,,Yes,,,32 Go DDR5 (1 x 32 Go),,,,,,ENERGY STAR,,,1.4 kg,Intel Core Ultra 7 (Série 2) - 255U jusqu'à 5.2 GHz / 12 Mo Cache,HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,,"1 To SSD - NVMe, TLC",,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11830292,HP EliteBook 8 G1i Notebook AI,HP INC,"Conception de charnière à 174 degrés - Intel Core Ultra 5 - 225U / jusqu'à 4.8 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 14"" IPS HP SureView 5 1920 x 1200 - Wi-Fi 7, Bluetooth - argent glacé - clavier : Français - avec HP Carbon Neutral Computing Services - Laptop Doorstep Service - avec HP Wolf Pro ",1579.0,,,"14"" WLED HP SureView 5 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,,,,,Argent glacé,,,,,,,,"Détecteur de lumière ambiante, capteur de couleur, capteur à effet Hall, HP Sure Platform, capteur thermique, HP Tamper Lock",HP Wolf Pro Security Edition (1 an),,,Intel Graphics,,,8.7 (sur 10),,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.39 kg,"Intel Core Ultra 5 (Série 2) - 225U / 1.5 GHz, jusqu'à 4.8 GHz / 12 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,HP Carbon Neutral Computing Services - Laptop Doorstep Service,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 174 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
10446362,Dell Latitude 7455,DELL,"Snapdragon X Elite - X1E-80-100 / jusqu'à 4 GHz - Win 11 Pro - Qualcomm Adreno - 16 Go RAM - 512 Go SSD NVMe, TLC - 14"" IPS écran tactile 2560 x 1600 (QHD+) - Wi-Fi 7 - gris - BTS - avec 3 ans de base sur site",1143.99,,,"14"" écran tactile 2560 x 1600 / QHD+ @ 60 Hz - 215.63 ppi",,,,,3 cellules,,,,,,,,,,Yes,Gris,,,,0.303 W/kg (body) ¦ 0.303 W/kg (membre),,133 kg d'émissions de carbone,,"Détecteur de lumière ambiante, capteur à effet Hall, capteur de couvercle ouvert",,,,Qualcomm Adreno,,,7.8 (sur 10),,,,,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.44 kg,"Qualcomm Snapdragon X Elite X1E-80-100 / 3.4 GHz, jusqu'à 4 GHz / 42 Mo Cache",Dell Smart Selection,,,,"Bluetooth, 802.11a/b/g/n/ac/ax/be",,,Oui,3 ans de base sur site,"512 Go SSD - NVMe, TLC",,,Win 11 Pro,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - AI Ready,,Build To Stock (BTS),,,Oui
11802300,LENOVO,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 7 - 255U / jusqu'à 5.2 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 16"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1532.94,,,"16"" 1920 x 1200 / WUXGA",,,,,,,,,,,Français,Oui,,,,Noir,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,,,,,Langue : français / région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.76 kg,Intel Core Ultra 7 (Série 2) - 255U jusqu'à 5.2 GHz / 12 Mo Cache,Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - Anglais/Français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11802319,LENOVO,LENOVO,"in-1 Gen 10 21NU - Conception inclinable - Intel Core Ultra 7 - 258V / jusqu'à 4.8 GHz - Evo - Win 11 Pro - Intel Arc Graphics 140V - 32 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe, Performance - 14"" IPS écran tactile ThinkPad Privacy Guard 1920 x 1200 - Wi-Fi 7, Bluetooth - évolutif 5G - gris - clavier : Français - ave",2529.41,,,"14"" écran tactile ThinkPad Privacy Guard 1920 x 1200 / WUXGA",,,"Numériseur, TrackPoint, stylo numérique",,,,,,,,Français,,,,Yes,Gris,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,Intel Arc Graphics 140V - jusqu'à 64 TOPS,,,8.1 (sur 10),,,,Langue : français / région : France,,,,,,32 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.3 kg,Intel Core Ultra 7 (Série 2) - 258V jusqu'à 4.8 GHz / 12 Mo Cache,Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,3 ans de support Lenovo Premier,"512 Go SSD - TCG Opal Encryption 2, NVMe, Performance",,,Win 11 Pro - Anglais/Français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel Evo,,,Évolutif 5G,,,Ordinateur portable - conception inclinable,,,Intel AI Boost - jusqu'à 47 TOPS,,Oui
9013001,Lenovo ThinkPad T16 Gen 2 21K7,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen 7 Pro - 7840U / jusqu'à 5.1 GHz - Win 11 Pro - Radeon 780M - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - noir tonnerre - clavier : Français - avec 1 an de support Premier Lenovo",1650.61,,,"16"" 1920 x 1200 / WUXGA",,,"TrackPoint, UltraNav",,,,,,,,Français,Oui,,,,Noir tonnerre,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 780M,,,8.8 (sur 10),,,,Langue : français / région : France,,,,,,32 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold",,,1.83 kg,"AMD Ryzen 7 Pro 7840U / 3.3 GHz, jusqu'à 5.1 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,Oui,1 an de support Premier Lenovo,"1 To SSD - TCG Opal Encryption 2, NVMe, Performance",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip with Microsoft Pluton, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable - AI Ready - conception de charnière à 180 degrés,,,AMD Ryzen AI - jusqu'à 10 TOPS,,Oui
11847972,Surface Pro 12'' - SNAPDRAGON /16/1TB - Platinum,MICROSOFT,"12-inch - tablette - Snapdragon X Plus - X1P-42-100 / jusqu'à 3.4 GHz - Win 11 Pro - Qualcomm Adreno - 16 Go RAM - 1 To SSD - 12"" écran tactile 2196 x 1464 @ 90 Hz - NFC, Wi-Fi 7, Bluetooth - platine",1268.87,,,"12"" écran tactile 2196 x 1464 @ 90 Hz - 220 ppi",,Oui,,,2 cellules - jusqu'à 16 heures,,,,,,,,,,Yes,Platine,,,,,,,,"Accéléromètre, magnétomètre, gyroscope, capteur de couleur ambiante",,,Garantie limitée - 1 an,Qualcomm Adreno,,,,,,,Région : Allemagne,,,,,,16 Go LPDDR5X,,,,,,ENERGY STAR,,,686 g,"Qualcomm Snapdragon X Plus X1P-42-100 / 3.2 GHz, jusqu'à 3.4 GHz / 30 Mo Cache",,,,,"NFC, 802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,,,1 To SSD,,,Win 11 Pro - Arabe / Danois / Néerlandais / Anglais (R.-U.) / Anglais (États-Unis) / Finnois / Français / Allemand / Italien / Norvégien / Polonais / Portugais / Espagnol / Suédois,,,Trusted Platform Module (TPM 2.0) Security Chip with Microsoft Pluton,,,,,,,Tablette - AI Ready - aucun clavier,,,Qualcomm Hexagon - jusqu'à 45 TOPS,,Oui
11517475,ASUS VivoBook 15 X1504GA-NJ478W,ASUSTEK,"NJ478W - Conception de charnière à 180 degrés - Intel N-series - N200 / jusqu'à 3.7 GHz - Win 11 Home in S mode - UHD Graphics - 8 Go RAM - 128 Go SSD UFS - 15.6"" 1920 x 1080 (Full HD) - Wi-Fi 5, Bluetooth - noir",333.33,,,"15.6"" 1920 x 1080 / Full HD",,,,,3 cellules,,,,,,,Oui,,,,Noir,,,,,,,,,,,Garantie limitée - 2 ans - enlèvement et retour,Intel UHD Graphics,,,8.8 (sur 10),,,,,,,,,,8 Go DDR4 (la mémoire fournie est soudée),,,,,,,,,1.63 kg,"Intel N-series N200 / 1.1 GHz, jusqu'à 3.7 GHz / 6 Mo Cache",,,,,"802.11a/b/g/n/ac, Bluetooth 5.3",,,,,128 Go SSD - UFS,,,Win 11 Home in S mode,,,Firmware Trusted Platform Module (TPM) Security Chip,,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,,,Oui
10305626,Lenovo ThinkPad E16 Gen 2 21MA,LENOVO,"Intel Core Ultra 5 - 125U / jusqu'à 4.3 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - noir graphite - clavier : Français - avec 1 an de support Premier Lenovo",1103.55,,,"16"" 1920 x 1200 / WUXGA @ 60 Hz",,,"TrackPoint, UltraNav",,,,,,,,Français,Oui,,,,Noir graphite,,,,,,214 kg d'émissions de carbone,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,8.3 (sur 10),,,,Langue : français / région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold",,,1.81 kg,"Intel Core Ultra 5 (Série 1) - 125U / 1.3 GHz, jusqu'à 4.3 GHz / 12 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - AI Ready,,,Intel AI Boost,,Oui
10745411,Apple MacBook Pro,APPLE,"M4 Max - Apple M4 Max 40-core - 48 Go RAM - 1 To SSD - 16.2"" 3456 x 2234 @ 120 Hz - Wi-Fi 6E, Bluetooth - argent - clavier : Français",3999.17,,,"16.2"" 3456 x 2234 @ 120 Hz - 254 ppi",,,Tablette tactile Force Touch,,Jusqu'à 21 heures,,,,,,Français,,,,,Argent,,,,,,303 kg d'émissions de carbone,,Détecteur de lumière ambiante,,,Garantie limitée - 1 an ¦ Support technique - support téléphonique - 90 jours,Apple M4 Max 40-core,,,,Oui,,,"Langue : français / région : Belgique, Luxembourg, France",,98 % d'éléments de terre rare recyclés,,,,48 Go (mémoire unifiée),,,,,,ENERGY STAR,,,2.15 kg,Apple M4 Max,,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,,1 To SSD,,,macOS Sequoia 15.0,,,Lecteur d'empreintes digitales,,,,,,,Ordinateur portable,,,16-core Neural Engine,,Oui
11517441,ASUS VivoBook Pro 15 OLED N6506CU-MA001X,ASUSTEK,"Puissance maximale – Intel Core Ultra 7 et RTX 4060 pour la création et le gaming - Écran OLED 3K – 15,6'' 120 Hz pour une qualité d'image exceptionnelle - Refroidissement IceCool Pro – Performances optimales en toutes circonstances.",1499.99,,,"15.6"" OLED 2880 x 1620 / 3K @ 120 Hz",,,,,4 cellules,,,,,,,Oui,,,,Earl gray,,,,,,,,,,,Garantie limitée - 2 ans - enlèvement et retour,NVIDIA GeForce RTX 4050 / Intel Arc 140T - jusqu'à 74 TOPS,,,8.4 (sur 10),,,,,,,,,,24 Go DDR5 (1 x 16 Go + 8 Go (soudé)),,,6 Go GDDR6 SDRAM,,,ENERGY STAR,,,1.8 kg,"Intel Core Ultra 7 (Série 2) - 255H / 2 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,Oui,,1 To SSD - NVMe,,,Win 11 Pro,,,Firmware Trusted Platform Module (TPM) Security Chip,,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 13 TOPS,,Oui
11780607,ASUS ExpertBook B5 B5405CCA-NZ0030X,ASUSTEK,"NZ0030X - Intel Core Ultra 5 - 225H / jusqu'à 4.9 GHz - Win 11 Pro - Arc Graphics 130T - 16 Go RAM - 512 Go SSD NVMe - 14"" 2560 x 1600 (WQXGA) - Gigabit Ethernet - Wi-Fi 7, Bluetooth - gris",1332.5,,,"14"" 2560 x 1600 / WQXGA",,,,,3 cellules,,,,,,,,,,,Gris,,,,,,,,,,,Garantie limitée - 2 ans - enlèvement et retour,Intel Arc Graphics 130T - jusqu'à 63 TOPS,,,9.7 (sur 10),,,,,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.39 kg,"Intel Core Ultra 5 (Série 2) - 225H / 1.7 GHz, jusqu'à 4.9 GHz / 18 Mo Cache",,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 13 TOPS,,Oui
10605382,Microsoft Surface Pro 11ème édition 5G - X Plus - Home,MICROSOFT,Surface Pro (11e édition) 5G - Snapdragon X Plus / 16GB RAM / 256GB SSD - Platine - LIVRE SANS CHARGEUR - Home,1451.39,,,"13"" écran tactile 2880 x 1920 @ 120 Hz - 267 ppi",,Oui,,L'image du produit peut être d'une couleur différente,Jusqu'à 14 heures,,,,,,,,,,,Platine,,,,,,,,"Accéléromètre, magnétomètre, gyroscope, capteur de couleur ambiante",,,Garantie limitée - 1 an,Qualcomm Adreno,,,,,,,,,,,,,16 Go LPDDR5X,,,,,,ENERGY STAR,,,895 g,Qualcomm Snapdragon X Plus X1P-64-100 jusqu'à 3.6 GHz / 42 Mo Cache,,,,,"NFC, 802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,,,256 Go SSD,,,Win 11 Pro,,,Trusted Platform Module (TPM 2.0) Security Chip with Microsoft Pluton,,,,5G 5G NR,,,Tablette - AI Ready - aucun clavier,,,Qualcomm Hexagon - jusqu'à 45 TOPS,,Oui
11891783,Dell Pro Max 16 Premium MA16250,DELL,"Intel Core Ultra 7 - 265H / jusqu'à 5.3 GHz - vPro Enterprise - Win 11 Pro - RTX PRO 2000 Blackwell - 32 Go RAM - 1 To SSD Performance, NVMe, TLC, SED - 16"" 1920 x 1200 (Full HD Plus) @ 120 Hz - Wi-Fi 7 - magnétite - BTP - avec 3 ans de service ProSupport de Dell",3184.08,,,"16"" 1920 x 1200 / Full HD Plus @ 120 Hz - 142 ppi",,,"Clavier, Pavé tactile",,6 cellules,,,,,,,,,,,Magnétite,,,,1.42 W/kg (body) ¦ 1.42 W/kg (membre),,175 kg d'émissions de carbone,,"Détecteur de lumière ambiante, capteur gyroscopique, capteur de luminosité, accéléromètre, capteur à effet Hall",,,,NVIDIA RTX PRO 2000 Blackwell / Intel Arc 140T - jusqu'à 75 TOPS,,,8.1 (sur 10),,,,,,,,,,32 Go LPDDR5X (la mémoire fournie est soudée),,,8 Go GDDR7 SDRAM,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,2.19 kg,"Intel Core Ultra 7 (Série 2) - 265H / 2.2 GHz, jusqu'à 5.3 GHz / 24 Mo Cache",Dell Smart Selection,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth",,,Oui,3 ans de service ProSupport de Dell,"1 To SSD - Performance, NVMe, TLC, SED",,,Win 11 Pro,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Enterprise,,,,,,Station de travail mobile - AI Ready,,Build To Plan (BTP),Intel AI Boost - jusqu'à 13 TOPS,,Oui
11559279,HP EliteBook 840 G8 (Reconditionné),HP INC,"Intel Core i5-1135G7 - Win 11 Pro - Intel Graphics - 16 Go RAM - 256 Go SSD - 14"" FullHD - Wi-Fi, Bluetooth - clavier : Français - Garantie 1/1/0",580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11751890,LENOVO ThinkPad X1 Carbon G12,LENOVO,"ThinkPad X1 Carbon G12, - Intel Core Ultra 7 165U vPro (E-cores up to 3.80GHz, 12MB), - 14 WUXGA EPF Non-Touch, - Ubuntu Linux World Wide Multiple Language, - 32.0GB, - 1x2TB SSD M.2 2280 PCIe Gen4 Performance TLC Opal, - Intel Graphics, BT5.1 or BT5.3, - IntelAX2",1736.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30043925,UNBW,UNBW,UNBW/SfcPro9i5/8/256CM SC Platinum,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357061,APPLE,APPLE,CTO/MBP14 M3Max Space Black/Puce M3 Max CPU16_GPU40_NE16 + 128 Go memory/SSD_2TB/KB_FR/No_Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8276558,Dell Latitude 5530,DELL,"15.6"" FHD (1920x1080) antireflet, Non-TactileProcesseur Intel® Core™ i5-1245U vPro de 12e génération (cache 12 Mo, 10 cœurs, jusqu’à 4,40 GHz, Turbo)8 Go de mémoire, 1 x 8 Go, DDR4,non ECCM.2 256Go PCIe NVMe Classe 35 SSDWindows 11 ProfessionnelGarantie basic : 3 ans exp 25 mars 2026",1419.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8664249,Microsoft Surface Laptop Studio 2,MICROSOFT,"Coulissante - Intel Core i7 - 13700H / jusqu'à 5 GHz - Evo - Win 11 Home - Carte graphique Intel Iris Xe - 16 Go RAM - 512 Go SSD - 14.4"" écran tactile 2400 x 1600 @ 120 Hz - Wi-Fi 6, Bluetooth - platine",2109.9,,,"14.4"" écran tactile 2400 x 1600 @ 120 Hz - 200 ppi",,Oui,,,Jusqu'à 19 heures,,,,,,,,,,,Platine,,,,,,,,"Détecteur de lumière ambiante, accéléromètre, gyroscope",,,Garantie limitée - 1 an,Carte graphique Intel Iris Xe,,,6.8 (sur 10),,,,,,,,,,16 Go LPDDR5X,,,,,,,,,1.9 kg,Intel Core i7 (13ème génération) - 13700H jusqu'à 5 GHz / 24 Mo Cache,,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.3",,,Oui,,512 Go SSD,,,Win 11 Home,,,Firmware Trusted Platform Module (TPM 2.0) Security Chip,Intel Evo,,,,,,Ordinateur portable - coulissante,,,,,Oui
11928544,MSI Katana 15 HX B14WFK-475FR,MSI,"475FR - Intel Core i9 - i9-14900HX / jusqu'à 5.8 GHz - Win 11 Home - GeForce RTX 5060 - 32 Go RAM - 1 To SSD NVMe - 15.6"" 2560 x 1440 (QHD) @ 165 Hz - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - noir",1582.5,,,"15.6"" 2560 x 1440 / QHD @ 165 Hz",,,,,4 cellules,,,,,,,Oui,,,,Noir,,,,,,,,,,,Garantie limitée - 2 ans,NVIDIA GeForce RTX 5060 / Intel UHD Graphics,,,,,,Oui,,,,Yes,,,32 Go DDR5 (2 x 16 Go),,,8 Go GDDR7 SDRAM,,,,,,2.4 kg,Intel Core i9 (14ème génération) - i9-14900HX jusqu'à 5.8 GHz / 36 Mo Cache,,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,Oui (RGB),,1 To SSD - NVMe,,,Win 11 Home,,,Firmware Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11450632,MSI Summit 13 AI+ Evo A2VMTG-003FR,MSI,"003FR - Conception inclinable - Intel Core Ultra 7 - 258V / jusqu'à 4.8 GHz - Evo - Win 11 Pro - Intel Arc Graphics 140V - 32 Go RAM - 1 To SSD NVMe - 13.3"" écran tactile 1920 x 1200 - Wi-Fi 7, Bluetooth - noir",1749.17,,,"13.3"" écran tactile 1920 x 1200 / WUXGA",,,,,4 cellules,,,,,,,,,,,Noir,,,,,,,,"Accéléromètre, détecteur de lumière ambiante, Capteur de proximité, magnétomètre, gyroscope",,,Garantie limitée - 3 ans,Intel Arc Graphics 140V - jusqu'à 64 TOPS,,,,,,,,,,,,,32 Go LPDDR5X (la mémoire fournie est soudée),,,,,,,,,1.35 kg,"Intel Core Ultra 7 (Série 2) - 258V / 2.2 GHz, jusqu'à 4.8 GHz / 12 Mo Cache",,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui (blanc),,1 To SSD - NVMe,,,Win 11 Pro,,,"Discrete Trusted Platform Module (dTPM 2.0) with Microsoft Pluton Secured-core PC Security Chip, lecteur d'empreintes digitales",Intel Evo,,,,,,Ordinateur portable - 2 en 1 - conception inclinable,,,Intel AI Boost - jusqu'à 47 TOPS,,Oui
11554014,MSI Modern 15 H AI C2HMG-248FR,MSI,"248FR - Conception de charnière à 180 degrés - Intel Core Ultra 7 - 255H / jusqu'à 5.1 GHz - Win 11 Pro - Arc Graphics 140T - 16 Go RAM - 512 Go SSD NVMe - 15.6"" 1920 x 1080 (Full HD) - Wi-Fi 6E, Bluetooth - noir classique - clavier : Français",1099.0,,,"15.6"" 1920 x 1080 / Full HD @ 60 Hz",,,,,3 cellules,,,,,,Français,Oui,,,,Noir classique,,,,,,,,,,,Garantie limitée - 3 ans,Intel Arc Graphics 140T - jusqu'à 74 TOPS,,,,,,,,,,,,,16 Go DDR5 (2 x 8 Go),,,,,,,,,1.9 kg,"Intel Core Ultra 7 (Série 2) - 255H / 2 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui (blanc),,512 Go SSD - NVMe,,,Win 11 Pro,,,Firmware Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable - AI Ready - conception de charnière à 180 degrés,,,Intel AI Boost - jusqu'à 13 TOPS,,Oui
