id,nom,marque,caracteristiques,prix,Affichage,Agrafeuse,AirPrint activé,Alimentation,Assembleuse,Avertissement sur les couleurs de l'image,Balayage,Capacité de support standard,Capacité des bacs de sortie,Capacité du bac de dérivation,Capacité du chargeur de documents,Capacité max. du support,Capacité totale,Catégorie de résolution d'impression maximale,Catégorie de résolution de copie maximale,Certification Microsoft,Classe de taille de support,Codes à barres,Configuration requise,Couleur du boîtier,Cycle d'utilisation mensuel (maxi),Disponibilité de la connexion,Empileuse,Fonctionnalités de l'imprimante,Fonctions de l'article de bureau,Garantie du fabricant,Gestion des supports,Impression recto-verso automatique,Interface,Langage(s) d'impression,Localisation,Normes environnementales,Poids,Processeur,RAM installée (maximum),Relieuse,Réseaux,Résolution d'impression maximale,Résolution de reproduction maximale,Résolution maximum (N&B),Résolutions du télécopieur,Système de compression des données,Taille de l'écran de prévisualisation,Taille du support,Taille initiale,Taille max. du support,Taille maximum du support (personnalisée),Taille minimale du support (personnalisée),Technique d'amélioration de l'image,Technologie d'impression,Type d'imprimante,Type d'origine,Type de photocopieuse,Type de supports,Type de tarification,Type de télécopieur,Vitesse d'impression,Vitesse d'impression max.,Vitesse de reproduction maximale,Vitesse de transmission de télécopie maximale,Volume mensuel recommandé
7457358,Canon i-SENSYS MF752Cdw,CANON,"SENSYS MF752Cdw - Imprimante multifonctions - couleur - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 33 ppm (copie) - jusqu'à 33 ppm (impression) - 250 feuilles - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",456.4,,,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,250 feuilles,150 feuilles,50 feuilles,50 feuilles,,,,,,,,,,50000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numériser vers le Cloud, numérisation vers FTP, numérisation vers PC, scan vers hôte USB",,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",,,,23.3 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","128 x 139.7 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier lourd, papier fin, papier brillant, cartes postales, papier coloré",,Papier uni,,Jusqu'à 33 ppm (mono)/jusqu'à 33 ppm (couleur),Jusqu'à 33 ppm (mono)/jusqu'à 33 ppm (couleur),,750 - 4 000 pages
6291518,HP LaserJet MFP M234dw,HP INC,"Imprimante multifonctions - Noir et blanc - laser - Legal (216 x 356 mm) (original) - Legal (support) - jusqu'à 29 ppm (copie) - jusqu'à 29 ppm (impression) - 150 feuilles - USB 2.0, LAN, Wi-Fi(n) - basalte clair",207.0,"1.27""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,150 feuilles,100 feuilles,,,150 feuilles,,,,,,,,Basalte clair,20000 pages,Oui,,,"Numérisation vers e-mail, certification Mopria, couvercle anti-poussière, numérisation vers PC, HP Auto-On/Auto-Off Technology, impression IPP, impression à partir d'appareil mobile, numérisation vers PDF",1 an de garantie,,Oui (copie) Oui (impression),"USB 2.0, LAN, Wi-Fi(n)",,"Anglais, allemand, français, italien, espagnol / Europe","EPEAT Silver, ENERGY STAR, Blue Angel",7.6 kg,,,,,Jusqu'à 600 x 600 ppp,Jusqu'à 600 x 600 ppp,,,,,101.6 x 152.4 mm (min.) - 216 x 356 mm (maximum),Legal (216 x 356 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, papier",,,,Jusqu'à 29 ppm,Jusqu'à 29 ppm,,200 - 2 000 pages
10377137,Brother MFC-L2960DW,BROTHER,"L2960DW - Imprimante multifonctions - Noir et blanc - laser - Letter A (216 x 279 mm)/A4 (210 x 297 mm) (original) - A4/Legal (support) - jusqu'à 34 ppm (copie) - jusqu'à 34 ppm (impression) - 250 feuilles - 33.6 Kbits/s - LAN, Wi-Fi(n), USB 2.0",359.0,,,Oui,CA 230 V (50/60Hz),,,1200 x 1200 ppp,250 feuilles,120 feuilles,1 feuille,50 feuilles,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,,,,,Oui,,,"Numérisation vers e-mail, numérisation vers OCR, numérisation vers image, numérisation vers serveur d'e-mail, numérisation au format SharePoint",,,Oui (copie) Oui (impression) Oui (numérisation),"LAN, Wi-Fi(n), USB 2.0",,,"ENERGY STAR, Blue Angel",12.4 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,JBIG,,"A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",Letter A (216 x 279 mm)/A4 (210 x 297 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Papier uni, papier fin, papier recyclé, papier épais, enveloppes, étiquettes, papier",,Super G3 - papier uni,,Jusqu'à 34 ppm,Jusqu'à 34 ppm,33.6 Kbits/s,Up to 3500 pages
10422002,HP LaserJet MFP M234d,HP INC,"Imprimante multifonctions - Noir et blanc - laser - Legal (216 x 356 mm) (original) - Legal (support) - jusqu'à 14 ppm (copie) - jusqu'à 29 ppm (impression) - 150 feuilles - USB 2.0, Bluetooth",194.0,,,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,150 feuilles,100 feuilles,,,150 feuilles,,Jusqu'à 600 x 600 ppp,Jusqu'à 600 x 600 ppp,,,,,,20000 pages,Oui,,,"JetIntelligence Cartridge Technology, HP Auto-On/Auto-Off Technology, technologie Instant-on, numérisation vers e-mail, numérisation vers PDF, numérisation vers PC, impression à partir d'appareil mobile, certification Mopria, impression directe sans fil, numériser vers un dossier, numériser vers le Cloud",1 an de garantie,,Oui (impression),"USB 2.0, Bluetooth LE",,"Anglais, allemand, espagnol, français, italien / Europe","ENERGY STAR, Blue Angel",7.6 kg,,,,,Jusqu'à 600 x 600 ppp,Jusqu'à 600 x 600 ppp,,,,,101.6 x 152.4 mm (min.) - 216 x 356 mm (maximum),Legal (216 x 356 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, papier",,,,Jusqu'à 29 ppm,Jusqu'à 14 ppm,,200 - 2 000 pages
30046474,UNBW,UNBW,UNBW/ALTALINK C8230/C8235 BASE IOT W/2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568916,Canon i-SENSYS MF465dw,CANON,"SENSYS MF465dw - Imprimante multifonctions - Noir et blanc - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 40 ppm (copie) - jusqu'à 65.4 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n)",469.47,"5""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,250 feuilles,150 feuilles,100 feuilles,50 feuilles,900 feuilles,,,,,,,,,80000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, imprimer à partir du cloud, numérisation vers e-mail, numérisation vers PC, numérisation vers un lecteur USB, numérisation vers FTP, numériser vers le Cloud, iFAX",,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n)",,,ENERGY STAR,16.3 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"200 x 100 ppp, 200 x 200 ppp, 200 x 400 ppp",,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (monochrome),,Feuilles,,"Papier uni, papier recyclé, papier lourd, papier fin, étiquettes, cartes postales, enveloppes",,Papier uni,,Jusqu'à 65.4 ppm,Jusqu'à 40 ppm,33.6 Kbits/s,750 - 4 000 pages
10279436,HP Color LaserJet Pro MFP 3302fdn,HP INC,"Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 25 ppm (copie) - jusqu'à 25 ppm (impression) - 250 feuilles - 33.6 Kbits/s - Gigabit LAN, USB 2.0, hôte USB 2.0 - Numérisation recto-verso automatique : NON (uniquement impression)",507.0,"4.3""",,Oui,CA 230 V (50/60Hz),,,1200 x 1200 ppp,250 feuilles,100 feuilles,50 feuilles,50 feuilles,,,,,,,,,,40000 pages,Oui,,,"Numérisation vers e-mail, numérisation vers PDF, cartouche Terrajet, numérisation vers réseau, numérisation au format SharePoint, numérisation vers un lecteur USB, numérisation vers PC, HP Universal Scan, HP Auto-On/Auto-Off Technology, numériser vers le Cloud, impression USB directe, certification Mopria",1 an de garantie,,Oui (copie) Oui (impression),"Gigabit LAN, USB 2.0, hôte USB 2.0",,"Anglais, allemand, espagnol, français, italien / Europe",Blue Angel,17.1 kg,,,,,Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 400 ppp (couleur),,"300 x 300 ppp, 203 x 196 ppp, 203 x 98 ppp",,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",Legal (216 x 356 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier photo, papier, papier brillant",,Papier uni,,Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),33.6 Kbits/s,150 - 2500 pages
10377136,Brother MFC-L2980DW,BROTHER,"L2980DW - Imprimante multifonctions - Noir et blanc - laser - Letter A (216 x 279 mm)/A4 (210 x 297 mm) (original) - A4/Legal (support) - jusqu'à 34 ppm (copie) - jusqu'à 34 ppm (impression) - 250 feuilles - 33.6 Kbits/s - NFC, LAN, Wi-Fi(n), USB 2.0",409.0,,,Oui,CA 230 V (50/60Hz),,,1200 x 1200 ppp,250 feuilles,120 feuilles,1 feuille,50 feuilles,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,,,,,Oui,,,"Numérisation vers e-mail, numérisation vers OCR, numérisation vers image, numérisation vers serveur d'e-mail, numérisation au format SharePoint",Garantie de 3 ans (France - 2 ans),,Oui (copie) Oui (impression) Oui (numérisation),"NFC, LAN, Wi-Fi(n), USB 2.0",,,,11.8 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,JBIG,,"A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",Letter A (216 x 279 mm)/A4 (210 x 297 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Papier uni, papier fin, papier recyclé, papier épais, enveloppes, étiquettes, papier",,Super G3 - papier uni,,Jusqu'à 34 ppm,Jusqu'à 34 ppm,33.6 Kbits/s,Up to 3500 pages
7742354,HP LaserJet Pro MFP 3102fdw,HP INC,"Imprimante multifonctions - Noir et blanc - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 33 ppm (copie) - jusqu'à 33 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, LAN, Wi-Fi(n), Bluetooth",371.0,"2.7""",,Oui,CA 230 V,,,1200 x 1200 ppp,250 feuilles,150 feuilles,,50 feuilles,250 feuilles,,,,,,,,,50000 pages,Oui,,,"JetIntelligence Cartridge Technology, numérisation vers PDF, numérisation vers e-mail, impression à partir d'un lecteur flash USB, HP Instant Ink, impression à partir d'appareil mobile, HP Auto-Off Technology, certification Mopria",1 an de garantie,,Oui (copie) Oui (impression),"USB 2.0, LAN, Wi-Fi(n), Bluetooth LE",,"Anglais, allemand, espagnol, français, italien / Europe","ENERGY STAR, Blue Angel",10.5 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 300 ppp,,"300 x 300 ppp, 203 x 196 ppp, 203 x 98 ppp",,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",76 x 127 mm (min.) - Legal (216 x 356 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Cartes postales, enveloppes, papier uni, papier brillant, film, étiquettes, carte-copie",,Papier uni,,Jusqu'à 33 ppm,Jusqu'à 33 ppm,33.6 Kbits/s,350 - 2500 pages
7742355,HP LaserJet Pro MFP 3102fdn,HP INC,"Imprimante multifonctions - Noir et blanc - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 33 ppm (copie) - jusqu'à 33 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, LAN",319.0,"2.7""",,Oui,CA 230 V,,,1200 x 1200 ppp,250 feuilles,150 feuilles,,50 feuilles,250 feuilles,,,,,,,,,50000 pages,Oui,,,"JetIntelligence Cartridge Technology, numérisation vers PDF, numérisation vers e-mail, impression à partir d'un lecteur flash USB, HP Instant Ink, impression à partir d'appareil mobile, HP Auto-Off Technology, certification Mopria",1 an de garantie,,Oui (copie),"USB 2.0, LAN",,"Anglais, allemand, espagnol, français, italien / Europe","ENERGY STAR, Blue Angel",10.5 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 300 ppp,,"300 x 300 ppp, 203 x 196 ppp, 203 x 98 ppp",,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",76 x 127 mm (min.) - Legal (216 x 356 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Cartes postales, enveloppes, papier uni, papier brillant, film, étiquettes, carte-copie",,Papier uni,,Jusqu'à 33 ppm,Jusqu'à 33 ppm,33.6 Kbits/s,350 - 2500 pages
6291514,HP LaserJet MFP M234sdw,HP INC,"Imprimante multifonctions - Noir et blanc - laser - Legal (216 x 356 mm) (original) - Legal (support) - jusqu'à 29 ppm (copie) - jusqu'à 29 ppm (impression) - 150 feuilles - USB 2.0, LAN, Wi-Fi(n), Bluetooth",237.0,"1.6""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,150 feuilles,100 feuilles,,40 feuilles,150 feuilles,,,,,,,,,20000 pages,Oui,,,"Numérisation vers e-mail, certification Mopria, couvercle anti-poussière, numérisation vers PC, HP Auto-On/Auto-Off Technology, impression IPP, impression à partir d'appareil mobile, numérisation vers PDF",1 an de garantie,,Oui (copie) Oui (impression),"USB 2.0, LAN, Wi-Fi(n), Bluetooth LE",,"Anglais, allemand, français, italien, espagnol / Europe","EPEAT Silver, ENERGY STAR, Blue Angel",9.5 kg,,,,,Jusqu'à 600 x 600 ppp,Jusqu'à 600 x 600 ppp,,,,,101.6 x 152.4 mm (min.) - 216 x 356 mm (maximum),Legal (216 x 356 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, papier",,,,Jusqu'à 29 ppm,Jusqu'à 29 ppm,,200 - 2 000 pages
30045831,UNBW,UNBW,UNBW/HP Color LaserJet Mngd MFP E47528f,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30046192,UNBW,UNBW,UNBW/HP LaserJet Enterprise M480f,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7425332,HP LaserJet Pro MFP 4102fdw,HP INC,"Imprimante multifonctions - Noir et blanc - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 38 ppm (copie) - jusqu'à 40 ppm (impression) - 350 feuilles - 33.6 Kbits/s - Gigabit LAN, Wi-Fi(n), USB, hôte USB, Bluetooth, USB 2.0",538.1,"2.7""",,Oui,CA 230 V (50/60Hz),,,1200 x 1200 ppp,350 feuilles,150 feuilles,,50 feuilles,900 feuilles,,,,,,,,,80000 pages,,,,"HP Auto-On/Auto-Off Technology, technologie Instant-on, impression N-Up, Mode ECO, HP Instant Ink, JetIntelligence Cartridge Technology, certification Mopria, impression directe sans fil, impression à partir d'appareil mobile, numérisation vers e-mail, numérisation vers PDF, scan vers hôte USB, numériser vers un dossier, numériser vers le Cloud, impression Confidentiel",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, Wi-Fi(n), USB, hôte USB, Bluetooth LE, USB 2.0",,"Anglais, allemand, français, italien, espagnol / Europe","ENERGY STAR, Blue Angel",12.6 kg,,,,,Jusqu'à 4 800 x 600 dpi,Jusqu'à 600 x 600 ppp,,"203 x 196 ppp, 300 x 300 ppp, 203 x 98 ppp",,,"Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",Legal (216 x 356 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Enveloppes, cartes postales, papier uni, papier à faible grammage, papier lourd, papier, papier coloré, papier à en-tête, papier préimprimé, papier préperforé, papier recyclé, étiquettes",,Papier uni,,Jusqu'à 40 ppm,Jusqu'à 38 ppm,33.6 Kbits/s,750 - 4 000 pages
30045834,UNBW,UNBW,HP Color LaserJet Mgd MFP E786dn Prntr,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7324377,Xerox VersaLink C7120V_DN,XEROX,"Imprimante multifonctions - couleur - laser - A3/Ledger (support) - jusqu'à 20 ppm (copie) - jusqu'à 20 ppm (impression) - 620 feuilles - Gigabit LAN, USB 3.0, NFC",2669.82,,,Oui,CA 230 V (50Hz),,,600 x 600 ppp,620 feuilles,500 feuilles,100 feuilles,130 feuilles,,,Jusqu'à 1 200 x 2 400 ppp (mono)/jusqu'à 1 200 x 2 400 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,,87000 pages,Oui,,,"Scan vers hôte USB, numérisation vers e-mail, numérisation vers réseau, numérisation vers FTP, numérisation vers SMB, impression à partir d'un lecteur flash USB, prévisualisation de scan, port USB embarqué peut être désactivé",,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, USB 3.0, NFC",,,ENERGY STAR,88.9 kg,,,,,Jusqu'à 1 200 x 2 400 ppp (mono)/jusqu'à 1 200 x 2 400 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,A3 (297 x 420 mm)/ANSI B (Ledger) (279 x 432 mm) (maximum),,,,,,Laser (couleur),,Feuilles,,"Papier, carte-copie, enveloppes, étiquettes, papier perforé, papier recyclé, papier uni, papier préimprimé",,,,Jusqu'à 20 ppm (mono)/jusqu'à 20 ppm (couleur),Jusqu'à 20 ppm (mono)/jusqu'à 20 ppm (couleur),,
8669964,Brother MFC-L2860DWE,BROTHER,"L2860DWE - Imprimante multifonctions - Noir et blanc - laser - A4/Legal (support) - jusqu'à 34 ppm (copie) - jusqu'à 34 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, LAN, Wi-Fi(n)",269.0,,,,,,,1200 x 1200 ppp,250 feuilles,120 feuilles,1 feuille,50 feuilles,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,,,,,Oui,,,"Numérisation vers e-mail, numérisation vers OCR, numérisation vers image, numériser vers un dossier, numérisation vers le dossier du réseau, numérisation vers FTP, numérisation au format SharePoint",Garantie de 2 ans,,Oui (impression),"USB 2.0, LAN, Wi-Fi(n)",,,"ENERGY STAR, Blue Angel",11.6 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",,,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, papier recyclé, papier épais, papier fin, papier, étiquettes",,Super G3 - papier uni,,Jusqu'à 34 ppm,Jusqu'à 34 ppm,33.6 Kbits/s,Up to 2500 pages
10279435,HP Color LaserJet Pro MFP 3302sdw,HP INC,"Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 25 ppm (copie) - jusqu'à 25 ppm (impression) - 250 feuilles - Gigabit LAN, USB 2.0, hôte USB 2.0, Wi-Fi(ac)",468.0,"4.3""",,Oui,CA 230 V (50/60Hz),,,1200 x 1200 ppp,250 feuilles,100 feuilles,50 feuilles,50 feuilles,,,,,,,,,,40000 pages,Oui,,,"Numérisation vers e-mail, numérisation vers PDF, cartouche Terrajet, numérisation vers réseau, numérisation au format SharePoint, numérisation vers un lecteur USB, numérisation vers PC, HP Universal Scan, HP Auto-On/Auto-Off Technology, numériser vers le Cloud, impression USB directe, certification Mopria",1 an de garantie,,Oui (impression),"Gigabit LAN, USB 2.0, hôte USB 2.0, Wi-Fi(ac)",,"Anglais, allemand, espagnol, français, italien / Europe",Blue Angel,17.1 kg,,,,,Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 400 ppp (couleur),,,,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",Legal (216 x 356 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier photo, papier, papier brillant",,Papier uni,,Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),,150 - 2500 pages
7457361,Canon i-SENSYS MF651Cw,CANON,"SENSYS MF651Cw - Imprimante multifonctions - couleur - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 18 ppm (copie) - jusqu'à 18 ppm (impression) - 250 feuilles - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",326.38,"5""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,250 feuilles,100 feuilles,,,,,,,,,,,,30000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numériser vers le Cloud, numérisation vers FTP, numérisation vers PC, scan vers hôte USB",,,,"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",,,,18.9 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier lourd, papier fin, papier brillant, cartes postales, papier coloré",,,,Jusqu'à 18 ppm (mono)/jusqu'à 18 ppm (couleur),Jusqu'à 18 ppm (mono)/jusqu'à 18 ppm (couleur),,250 - 2 500 pages
6197388,HP LaserJet Enterprise MFP M430f,HP INC,"Imprimante multifonctions - Noir et blanc - laser - 216 x 297 mm (original) - A4 (support) - jusqu'à 38 ppm (copie) - jusqu'à 40 ppm (impression) - 350 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",656.19,"4.3""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,350 feuilles,150 feuilles,,50 feuilles,900 feuilles,,,,,,,,,100000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, enregistrer vers le dossier réseau, technologie Instant-on, HP Auto-On/Auto-Off Technology, logement pour verrou de sécurité, Instant-on Copy, impression à partir d'appareil mobile, numérisation vers PDF",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,"Anglais, allemand, français, italien, espagnol / Europe","EPEAT Silver, ENERGY STAR, Blue Angel",13.01 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"203 x 98 ppp, 203 x 196 ppp, 300 x 300 ppp, 203 x 392 ppp",,,76 x 127 mm (min.) - A4 (210 x 297 mm) (maximum),216 x 297 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier, papier lourd, papier à faible grammage, papier préimprimé, cartes postales, papier coloré, papier préperforé",,Papier uni,,Jusqu'à 40 ppm,Jusqu'à 38 ppm,33.6 Kbits/s,900 - 4800 pages
