id,nom,marque,caracteristiques,prix,Accessoires inclus,Alimentation,Alimentation redondante,Appareils intégrés,Bande cellulaire,Bande de fréquence,Batterie,Budget PoE,Caméras IP prises en charge,Capacité,Capacité d'alimentation,Caractéristiques,Catégorie,Compatibilité TTA,Configuration requise,Connecteur,Connecteur (deuxième extrémité),Connecteurs,Connecteurs (deuxième extrémité),Connecteurs d'entrée,Conçu pour,Couleur,Courant électrique max.,Câble,Dimensions d'ordinateur portable prises en charge,Disque dur,Disque(s) dur(s) pris en charge,Distance de transfert max.,Débit de transfert de données,Débit de transfert max.,Détails du dispositif d'alimentation,Fonctionnalité VoIP,Fonctionne avec Chromebook,Fonctions,Format,Format de compression,Fourni avec,Fréquence d'images,Garantie du fabricant,Génération,Hauteur (unités de rack),Informations sur la licence,Interface de station d'accueil,Interfaces de téléphonie,Interfaces vidéo,Intérieur / Extérieur,Localisation,Longueur,Longueur du câble,Matériau du produit,Moyen de transmission,Mémoire flash,Nbre de licences,Nombre d'utilisateurs KVM,Nombre de modules de serveurs lames pris en charge,Nombre de ports,Nombre de ports WAN,Normes de conformité,Normes environnementales,Performances,Poids,Ports,Ports auxiliaires,Positionnement/montage,Power Over Ethernet (PoE),Prise en charge de l'alimentation sous Ethernet (PoE),Prise en charge fournie,Processeur,Programme d'octroi de licences,Programme de ventes par le fabricant,Protocole cellulaire,Protocole de Routage,Protocole de gestion à distance,Protocole de liaison de données,Protocole réseau / transport,Protocoles VoIP,Périphérique d'alimentation,Quantité emballée,RAM,Référence équivalente à celle du fabricant d'origine,Réseaux,Résolution d'image,Services inclus,Sous-type,Support de cadre Jumbo,Système TV,Système d'exploitation requis,Taille de la table d'adresses MAC,Tarification de licence,Technologie,Tension,Tension d'entrée,Tension de sortie,Tension fournie,Tension requise,Type,Type d'interface (bus),Type de Produit,Type de boîtier,Type de câblage,Type de fibres optiques,Type de mise à niveau,Type de mémoire,Type de prise,Type de tarification,Vitesse,Vérification de l'Intégrité des Données
6315524,NETGEAR M4250-26G4XF-PoE+,NETGEAR,26G4XF-PoE+ - Commutateur - C3 - Géré - 24 x 10/100/1000 (PoE+) + 2 x 10/100/1000 + 4 x 1 Gigabit / 10 Gigabit SFP+ - flux d'air côte à côte - Montable sur rack - PoE+ (480 W),2945.79,,,,,,,,480 W,,Entrées ARP: 4000 ¦ Entrées NDP: 4000 ¦ Taille de tampon de paquet: 16 Mo ¦ Prise en charge de VLAN: 4093 ¦ Groupes de multidiffusion IGMP: 4000 ¦ Files d'attente matérielles QoS: 8 ¦ Routes IPv4 (statiques): 64 ¦ Routes IPv6 (statiques): 64 ¦ Mise à l'échelle de la route des applications RIP (IPv4): 32 ¦ Groupes IPv4 (Multidiffusion): 512 ¦ Groupes IPv6 (Multidiffusion): 128,,"LAG, PIM, serveur DHCP, PTP, AVB, support TV IP, sFlow, RSPAN, auto-détection par dispositif, prise en charge LLDP, Double image du micrologiciel, Energy Efficient Ethernet, stockage et retransmission, Voice VLAN, authentification 802.1x, TPID, GARP, GVRP, GMRP, MRP, MVRP, MVR, prise en charge LACP, mode duplex intégral, contrôle du flux, UDLD, RPVST+, garde boucle STP, STP Root Guard, STP BPDU Guard, STP BPDU Filtering, STP BPDU Flooding, IGMP snooping, snooping MLD, MGMD Snooping, proxy IGMP, proxy MLD, ASM, SSM, NDP, prise en charge de BOOTP, relais DHCP, client DNS, ISDP, LLDP-MED, contrôle de la tempête de Broadcast, Multicast Storm Control, Unicast Storm Control, DoS protection, MACAL, MAB, Port Security, Protection de la source IP, DHCP snooping, DAI, Garde RA, filtrage par adresse MAC, prise en charge DiffServ, QoS, CoS, WRED, SP, prise en charge DSCP, prise en charge du protocole SNTP, mise en miroir des ports, test de câble",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie à vie ProSAFE,,,,,,,,Europe,,,,,,,,,,,"IEEE 802.3af, IEEE 802.3at, IEEE 802.1ab (LLDP), IEEE 802.3az, IEEE 802.1Q, IEEE 802.3ad (LACP), IEEE 802.1AX, IEEE 802.1x, IEEE 802.3x, IEEE 802.1D, IEEE 802.1w, IEEE 802.1s, IEEE 802.1p, IEEE 802.1v, IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.3ac",,Capacité de commutation: 132 Gbps ¦ Débit du pare-feu (taille de paquet 64 octets): 98.21 Mpps ¦ Latence de fibre de 1 Gops (paquets de 64 octets): 1.13 μs ¦ Latence de fibre de 1 Gops (paquets de 512 octets): 1.123 μs ¦ Latence de fibre de 1 Gops (paquets de 1024 octets): 1.119 μs ¦ Latence de fibre de 1 Gops (paquets de 1518 octets): 1.120 μs ¦ Latence de cuivre de 1 Gops (paquets de 512 octets): 2.28 μs ¦ Latence de cuivre de 1 Gops (paquets de 1024 octets): 2.282 μs ¦ Latence de cuivre de 1 Gops (paquets de 1518 octets): 2.27 μs ¦ Latence de cuivre de 1 Gops (paquets de 64 octets): 2.288 μs ¦ Latence de fibre de 10 Gops (paquets de 64 octets): 0.834 μs ¦ Latence de fibre de 10 Gops (paquets de 512 octets): 0.818 μs ¦ Latence de fibre de 10 Gops (paquets de 1024 octets): 0.817 μs ¦ Latence de fibre de 10 Gops (paquets de 1518 octets): 0.816 μs,5.453 kg,24 x 10/100/1000 (PoE+) + 2 x 10/100/1000 + 4 x 1 Gigabit / 10 Gigabit SFP+,,,PoE+,,,,,,,"IGMP, STP, MSTP, RSTP, IGMPv2, IGMPv3, MLD, MLDv2, PIM-DM, PIM-DMv6, PIM-SM, PIM-SMv6, routage statique IPv4, routage statique IPv6, routage à base de règles (PBR), RIP-1, RIP-2, PIM-SSM","HTTP, Telnet, SSH, DHCP, CLI, RADIUS, ICMP, SNMP 1, SNMP 2, SNMP 3, RMON 1, RMON 2, RMON 3, RMON 9, TACACS+, SSH-2, TFTP, HTTPS, SCP, SFTP",,,,,,,,,,,Gigabit Ethernet,12KB,,,16 000 entrées,,,,,,,,,,,Flux d'air côte à côte Montable sur rack 1U,,,,,,,,
6315525,NETGEAR M4250-26G4F-PoE++,NETGEAR,26G4F-PoE++ - Commutateur - C3 - Géré - 24 x 10/100/1000 (PoE++) + 2 x 10/100/1000 + 4 x 1000Base-X SFP - flux d'air côte à côte - Montable sur rack - PoE++ (1440 W),4059.44,,,,,,,,1440 W,,Entrées ARP: 4000 ¦ Entrées NDP: 4000 ¦ Taille de tampon de paquet: 32 Mo ¦ Prise en charge de VLAN: 4093 ¦ Groupes de multidiffusion IGMP: 4000 ¦ Files d'attente matérielles QoS: 8 ¦ Routes IPv4 (statiques): 64 ¦ Routes IPv6 (statiques): 64 ¦ Mise à l'échelle de la route des applications RIP (IPv4): 32 ¦ Groupes IPv4 (Multidiffusion): 512 ¦ Groupes IPv6 (Multidiffusion): 128,,"LAG, PIM, serveur DHCP, PTP, AVB, support TV IP, sFlow, RSPAN, auto-détection par dispositif, prise en charge LLDP, Double image du micrologiciel, Energy Efficient Ethernet, stockage et retransmission, Voice VLAN, authentification 802.1x, TPID, GARP, GVRP, GMRP, MRP, MVRP, MVR, prise en charge LACP, mode duplex intégral, contrôle du flux, UDLD, RPVST+, garde boucle STP, STP Root Guard, STP BPDU Guard, STP BPDU Filtering, STP BPDU Flooding, IGMP snooping, snooping MLD, MGMD Snooping, proxy IGMP, proxy MLD, ASM, SSM, NDP, prise en charge de BOOTP, relais DHCP, client DNS, ISDP, LLDP-MED, contrôle de la tempête de Broadcast, Multicast Storm Control, Unicast Storm Control, DoS protection, MACAL, MAB, Port Security, Protection de la source IP, DHCP snooping, DAI, Garde RA, filtrage par adresse MAC, prise en charge DiffServ, QoS, CoS, WRED, SP, prise en charge DSCP, prise en charge du protocole SNTP, mise en miroir des ports, test de câble",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie à vie ProSAFE,,,,,,,,Europe,,,,,,,,,,,"IEEE 802.3af, IEEE 802.3at, IEEE 802.1ab (LLDP), IEEE 802.3az, IEEE 802.1Q, IEEE 802.3ad (LACP), IEEE 802.1AX, IEEE 802.1x, IEEE 802.3x, IEEE 802.1D, IEEE 802.1w, IEEE 802.1s, IEEE 802.1p, IEEE 802.1v, IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.3ac, IEEE 802.3bt",,Capacité de commutation: 60 Gbps ¦ Débit du pare-feu (taille de paquet 64 octets): 44.64 Mpps ¦ Latence de fibre de 1 Gops (paquets de 64 octets): 1.141 μs ¦ Latence de fibre de 1 Gops (paquets de 512 octets): 1.126 μs ¦ Latence de fibre de 1 Gops (paquets de 1024 octets): 1.119 μs ¦ Latence de fibre de 1 Gops (paquets de 1518 octets): 1.140 μs ¦ Latence de cuivre de 1 Gops (paquets de 64 octets): 2.139 μs ¦ Latence de cuivre de 1 Gops (paquets de 512 octets): 2.14 μs ¦ Latence de cuivre de 1 Gops (paquets de 1024 octets): 2.133 μs ¦ Latence de cuivre de 1 Gops (paquets de 1518 octets): 2.146 μs,6.746 kg,24 x 10/100/1000 (PoE++) + 2 x 10/100/1000 + 4 x 1000Base-X SFP,,,PoE++,,,,,,,"IGMP, STP, MSTP, RSTP, IGMPv2, IGMPv3, MLD, MLDv2, PIM-DM, PIM-DMv6, PIM-SM, PIM-SMv6, routage statique IPv4, routage statique IPv6, routage à base de règles (PBR), RIP-1, RIP-2, PIM-SSM","HTTP, Telnet, SSH, DHCP, CLI, RADIUS, ICMP, SNMP 1, SNMP 2, SNMP 3, RMON 1, RMON 2, RMON 3, RMON 9, TACACS+, SSH-2, TFTP, HTTPS, SCP, SFTP",,,,,,,,,,,Gigabit Ethernet,12KB,,,16 000 entrées,,,,,,,,,,,Flux d'air côte à côte Montable sur rack 1U,,,,,,,,
6315526,NETGEAR M4250-40G8F-PoE+,NETGEAR,40G8F-PoE+ - Commutateur - C3 - Géré - 40 x 10/100/1000 (PoE+) + 8 x 1000Base-X SFP - flux d'air côte à côte - Montable sur rack - PoE+ (480 W),3676.24,,,,,,,,480 W,,Entrées ARP: 4000 ¦ Entrées NDP: 4000 ¦ Taille de tampon de paquet: 32 Mo ¦ Prise en charge de VLAN: 4093 ¦ Groupes de multidiffusion IGMP: 4000 ¦ Files d'attente matérielles QoS: 8 ¦ Routes IPv4 (statiques): 64 ¦ Routes IPv6 (statiques): 64 ¦ Mise à l'échelle de la route des applications RIP (IPv4): 32 ¦ Groupes IPv4 (Multidiffusion): 512 ¦ Groupes IPv6 (Multidiffusion): 128,,"LAG, PIM, serveur DHCP, PTP, AVB, support TV IP, sFlow, RSPAN, auto-détection par dispositif, prise en charge LLDP, Double image du micrologiciel, Energy Efficient Ethernet, stockage et retransmission, Voice VLAN, authentification 802.1x, TPID, GARP, GVRP, GMRP, MRP, MVRP, MVR, prise en charge LACP, mode duplex intégral, contrôle du flux, UDLD, RPVST+, garde boucle STP, STP Root Guard, STP BPDU Guard, STP BPDU Filtering, STP BPDU Flooding, IGMP snooping, snooping MLD, MGMD Snooping, proxy IGMP, proxy MLD, ASM, SSM, NDP, prise en charge de BOOTP, relais DHCP, client DNS, ISDP, LLDP-MED, contrôle de la tempête de Broadcast, Multicast Storm Control, Unicast Storm Control, DoS protection, MACAL, MAB, Port Security, Protection de la source IP, DHCP snooping, DAI, Garde RA, filtrage par adresse MAC, prise en charge DiffServ, QoS, CoS, WRED, SP, prise en charge DSCP, prise en charge du protocole SNTP, mise en miroir des ports, test de câble",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie à vie ProSAFE,,,,,,,,Europe,,,,,,,,,,,"IEEE 802.3af, IEEE 802.3at, IEEE 802.1ab (LLDP), IEEE 802.3az, IEEE 802.1Q, IEEE 802.3ad (LACP), IEEE 802.1AX, IEEE 802.1x, IEEE 802.3x, IEEE 802.1D, IEEE 802.1w, IEEE 802.1s, IEEE 802.1p, IEEE 802.1v, IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.3ac",,"Capacité de commutation: 96 Gbps ¦ Débit du pare-feu (taille de paquet 64 octets): 71,42 Mpps ¦ Latence de fibre de 1 Gops (paquets de 64 octets): 1.074 μs ¦ Latence de fibre de 1 Gops (paquets de 512 octets): 1.109 μs ¦ Latence de fibre de 1 Gops (paquets de 1024 octets): 1.106 μs ¦ Latence de fibre de 1 Gops (paquets de 1518 octets): 1.102 μs ¦ Latence de cuivre de 1 Gops (paquets de 64 octets): 2.027 μs ¦ Latence de cuivre de 1 Gops (paquets de 512 octets): 2.343 μs ¦ Latence de cuivre de 1 Gops (paquets de 1024 octets): 2.462 μs ¦ Latence de cuivre de 1 Gops (paquets de 1518 octets): 2.358 μs",5.852 kg,40 x 10/100/1000 (PoE+) + 8 x 1000Base-X SFP,,,PoE+,,,,,,,"IGMP, STP, MSTP, RSTP, IGMPv2, IGMPv3, MLD, MLDv2, PIM-DM, PIM-DMv6, PIM-SM, PIM-SMv6, routage statique IPv4, routage statique IPv6, routage à base de règles (PBR), RIP-1, RIP-2, PIM-SSM","HTTP, Telnet, SSH, DHCP, CLI, RADIUS, ICMP, SNMP 1, SNMP 2, SNMP 3, RMON 1, RMON 2, RMON 3, RMON 9, TACACS+, SSH-2, TFTP, HTTPS, SCP, SFTP",,,,,,,,,,,Gigabit Ethernet,12KB,,,16 000 entrées,,,,,,,,,,,Flux d'air côte à côte Montable sur rack 1U,,,,,,,,
6315528,NETGEAR M4250-40G8XF-PoE++,NETGEAR,40G8XF-PoE++ - Commutateur - C3 - Géré - 40 x 10/100/1000 (PoE++) + 8 x 1 Gigabit / 10 Gigabit SFP+ - flux d'air côte à côte - Montable sur rack - PoE++ (2880 W),7903.35,,,,,,,,2880 W,,Entrées ARP: 4000 ¦ Entrées NDP: 4000 ¦ Taille de tampon de paquet: 32 Mo ¦ Prise en charge de VLAN: 4093 ¦ Groupes de multidiffusion IGMP: 4000 ¦ Files d'attente matérielles QoS: 8 ¦ Routes IPv4 (statiques): 64 ¦ Routes IPv6 (statiques): 64 ¦ Mise à l'échelle de la route des applications RIP (IPv4): 32 ¦ Groupes IPv4 (Multidiffusion): 512 ¦ Groupes IPv6 (Multidiffusion): 128,,"LAG, PIM, serveur DHCP, PTP, AVB, support TV IP, sFlow, RSPAN, auto-détection par dispositif, prise en charge LLDP, Double image du micrologiciel, Energy Efficient Ethernet, stockage et retransmission, Voice VLAN, authentification 802.1x, TPID, GARP, GVRP, GMRP, MRP, MVRP, MVR, prise en charge LACP, mode duplex intégral, contrôle du flux, UDLD, RPVST+, garde boucle STP, STP Root Guard, STP BPDU Guard, STP BPDU Filtering, STP BPDU Flooding, IGMP snooping, snooping MLD, MGMD Snooping, proxy IGMP, proxy MLD, ASM, SSM, NDP, prise en charge de BOOTP, relais DHCP, client DNS, ISDP, LLDP-MED, contrôle de la tempête de Broadcast, Multicast Storm Control, Unicast Storm Control, DoS protection, MACAL, MAB, Port Security, Protection de la source IP, DHCP snooping, DAI, Garde RA, filtrage par adresse MAC, prise en charge DiffServ, QoS, CoS, WRED, SP, prise en charge DSCP, prise en charge du protocole SNTP, mise en miroir des ports, test de câble",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie à vie ProSAFE,,,,,,,,Europe,,,,,,,,,,,"IEEE 802.3af, IEEE 802.3at, IEEE 802.1ab (LLDP), IEEE 802.3az, IEEE 802.1Q, IEEE 802.3ad (LACP), IEEE 802.1AX, IEEE 802.1x, IEEE 802.3x, IEEE 802.1D, IEEE 802.1w, IEEE 802.1s, IEEE 802.1p, IEEE 802.1v, IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.3ac, IEEE 802.3bt",,"Capacité de commutation: 240 Gbps ¦ Débit du pare-feu (taille de paquet 64 octets): 178,56 Mpps ¦ Latence de fibre de 1 Gops (paquets de 64 octets): 1.084 μs ¦ Latence de fibre de 1 Gops (paquets de 512 octets): 1.103 μs ¦ Latence de fibre de 1 Gops (paquets de 1024 octets): 1.098 μs ¦ Latence de fibre de 1 Gops (paquets de 1518 octets): 1.115 μs ¦ Latence de cuivre de 1 Gops (paquets de 64 octets): 2.251 μs ¦ Latence de cuivre de 1 Gops (paquets de 512 octets): 2.625 μs ¦ Latence de cuivre de 1 Gops (paquets de 1024 octets): 2.775 μs ¦ Latence de cuivre de 1 Gops (paquets de 1518 octets): 2.641 μs ¦ Latence de fibre de 10 Gops (paquets de 64 octets): 0.708 μs ¦ Latence de fibre de 10 Gops (paquets de 512 octets): 0.716 μs ¦ Latence de fibre de 10 Gops (paquets de 1024 octets): 0.728 μs ¦ Latence de fibre de 10 Gops (paquets de 1518 octets): 0.713 μs",10.28 kg,40 x 10/100/1000 (PoE++) + 8 x 1 Gigabit / 10 Gigabit SFP+,,,PoE++,,,,,,,"IGMP, STP, MSTP, RSTP, IGMPv2, IGMPv3, MLD, MLDv2, PIM-DM, PIM-DMv6, PIM-SM, PIM-SMv6, routage statique IPv4, routage statique IPv6, routage à base de règles (PBR), RIP-1, RIP-2, PIM-SSM","HTTP, Telnet, SSH, DHCP, CLI, RADIUS, ICMP, SNMP 1, SNMP 2, SNMP 3, RMON 1, RMON 2, RMON 3, RMON 9, TACACS+, SSH-2, TFTP, HTTPS, SCP, SFTP",,,,,,,,,,,Gigabit Ethernet,12KB,,,16 000 entrées,,,,,,,,,,,Flux d'air côte à côte Montable sur rack 1U,,,,,,,,
6321907,TP-Link TL-SX1008 V1,TP-LINK,"Link TL-SX1008 V1 - Commutateur - de bureau, Montable sur rack",339.11,,(50/60 Hz),,,,,,,,Adresses MAC: 32000 ¦ Taille de cadre large: 10,,"Contrôle du flux, auto-négociation, auto-uplink (MDI/MDI-X auto), stockage et retransmission, DSCP based QoS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3x, IEEE 802.3ap, IEEE 802.3bz",,Largeur de bande: 160 Gbps ¦ Taille de mémoire tampon de paquets: 2 Mbps ¦ Capacité de transfert de paquets: 119 Mpps,,,,,,,,,,,,,,,,,,,,,,,,Gigabit Ethernet,,,,,,,,,,,,,,,Montable sur rack,,,,,,,,
6321910,TP-Link TL-SX105 V1,TP-LINK,"Link TL-SX105 V1 - Commutateur - de bureau, Montable sur rack",249.13,,,,,,,,,,Adresses MAC: 32000 ¦ Taille de cadre large: 10,,"Contrôle du flux, auto-négociation, auto-uplink (MDI/MDI-X auto), stockage et retransmission, sans ventilateur, DSCP based QoS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3x, IEEE 802.3ap, IEEE 802.3bz",,"Largeur de bande: 100 Gbps ¦ Taille de mémoire tampon de paquets: 2 Mbps ¦ Capacité de transfert de paquets: 74,41 Mpps",,,,,,,,,,,,,,,,,,,,,,,,Gigabit Ethernet,,,,,,,,,,,,,,,Montable sur rack,,,,,,,,
4045026,Cisco Catalyst 2960X-48FPS-L,CISCO,"48FPS-L - Commutateur - Géré - 48 x 10/100/1000 (PoE+) + 4 x Gigabit SFP - de bureau, Montable sur rack - PoE+ (740 W) - reconditionné",4426.12,,CA 120/230 V (50/60 Hz),En option,,,,,740 W,,Interfaces virtuelles (VLAN): 1023,,"Layer 2 switching, compatible DHCP, PoE, auto-négociation, prise en charge d'ARP, prise en charge du réseau local (LAN) virtuel, auto-uplink (MDI/MDI-X auto), IGMP snooping, IDS, prise en charge d'IPv6, prise en charge RSTP, Prise en charge MSTP, prise en charge DTP, prise en charge PAgP, prise en charge de TFTP, prise en charge d'ACL, support RADIUS, support SSH, support d'images étendues, snooping MLD, DAI, PoE+, technologie Cisco EnergyWise, URPF, UDLD, Rapid PVST+, prise en charge IPv4, SRR, LACP, notification de l'adresse MAC, RSPAN, NetFlow, prise en charge HSRP, Energy Efficient Ethernet, MVR, CoS, Cisco FlexStack Plus",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3af, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.3ae, IEEE 802.1s, IEEE 802.1ae, IEEE 802.1ab (LLDP), IEEE 802.3at, IEEE 802.3az, IEEE 802.1AX",,"Capacité de commutation: 216 Gbps ¦ Performances de transfert (taille de paquet 64 octets): 107,1 Mpps",5.8 kg,48 x 10/100/1000 (PoE+) + 4 x Gigabit SFP,,,PoE+,,,,,,,,"SNMP 1, RMON 1, RMON 2, RMON 3, RMON 9, Telnet, SNMP 3, SNMP 2c, HTTP, TFTP, SSH, CLI",,,,,,,,,,,Gigabit Ethernet,9216 octets,,,,,,,,,,,,,,Montable sur rack 1U,,,,,,Reconditionné,,
6309384,TP-Link Archer GX90 V1,TP-LINK,"Link Archer GX90 V1 - Routeur sans fil 1GbE, 2.5GbE - ports WAN : 2 - Wi-Fi 6 - Tri-bande",186.93,,,,,,"2,4 Ghz (1 bande)/5 Ghz (2 bandes)",,,,Flux: 8,,"Prise en charge NAT, IGMP snooping, SPI, filtrage de contenu, filtrage de l'URL, contrôle parental, mode opérationnel point d'accès, QoS, WPS, serveur DHCP, prise en charge Samba, Serveur FTP, redirection de port, bouton de réinitialisation, compatible Apple Time Machine, déclenchement de port, liaison IP-MAC, technologie 4T4R MIMO, FOTA, proxy IGMP, protection antivirus, technologie beamforming, Tri-Band, Smart Connect, DFS, mode routeur, Airtime Fairness, 4x4 technologie MU-MIMO, support DMZ, DynDNS, client PPTP VPN, OFDMA, serveur OpenVPN, support TV IP, bouton WPS, support OneMesh, mise à jour automatique du firmware, Guest Network, Réservation d'adresse",,,,,,,,,,,,,,,,,6.6 Gbits/s,,,,,,,,,,Garantie de 2 ans,,,,,,,,,,,,,,,,,,2,"IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.1x, IEEE 802.11n, UPnP, IEEE 802.11ac, IEEE 802.11ax, Wi-Fi CERTIFIED 6",,"Taux de données maximum (2,4 GHz): 574 Mbps ¦ Taux de données maximum (5 GHz): 4804 Mbps ¦ Taux de données maximum (5 GHz): 1201 Mbps",1.1 kg,,,,,,,,,,,Routage IP statique,,"Ethernet, Fast Ethernet, Gigabit Ethernet, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11n, IEEE 802.11ac, 2.5 Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6)","PPTP, L2TP, PPPoE, DHCP, DDNS, IPv4, IPv6",,,,,,,,,,,,,,,,,,,,,,,,De bureau,,,,,,,,
6311240,SonicWall Switch SWS14-24,SONICWALL,24 - Commutateur - Géré - 24 x 10/100/1000 + 4 x 10 Gigabit SFP+ - Montable sur rack - avec 1 an de support 24 x 7,645.88,,CA 120/230 V (50/60 Hz),,,,,,,,Interfaces virtuelles (VLAN): 4096,,"Contrôle du flux, auto-négociation, prise en charge du réseau local (LAN) virtuel, auto-uplink (MDI/MDI-X auto), IGMP snooping, prise en charge de Syslog, mise en miroir des ports, possibilité d'évolution vers de nouveaux micrologiciels, prise en charge RSTP, Prise en charge MSTP, DHCP snooping, prise en charge d'ACL, QoS, support RADIUS, support d'images étendues, STP Root Guard, sans ventilateur, relais DHCP, LACP, client DHCP, tampon de paquet 1,5 MB, Storm Control, Back Pressure Support, LLDP-MED, STP BPDU Guard, EEE, VLAN Tagging, prise en charge du montage en série, LAG, DSCP based QoS, configuration zéro touche",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE 802.1p, IEEE 802.1x, IEEE 802.1ab (LLDP)",,Capacité de commutation: 128 Gbps,1.8 kg,24 x 10/100/1000 + 4 x 10 Gigabit SFP+,,,,,,,,,,Routage IP statique,"SNMP 1, SNMP 3, SNMP 2c, HTTPS, SSH, CLI",,,,,,,,,,1 an de support 24 x 7,10 Gigabit Ethernet,,,,32 000 entrées,,,,,,,,,,,Montable sur rack 1U,,,,,,,,
6311241,SonicWall Switch SWS12-10FPOE,SONICWALL,10FPOE - Commutateur - Géré - 10 x 10/100/1000 (PoE+) + 2 x Gigabit SFP - de bureau - PoE+ (130 W) - avec Support 24x7 de 3 ans,493.63,,CA 120/230 V (50/60 Hz),,,,,,130 W,,Interfaces virtuelles (VLAN): 4096,,"Contrôle du flux, auto-négociation, prise en charge du réseau local (LAN) virtuel, auto-uplink (MDI/MDI-X auto), IGMP snooping, prise en charge de Syslog, mise en miroir des ports, possibilité d'évolution vers de nouveaux micrologiciels, prise en charge RSTP, Prise en charge MSTP, DHCP snooping, prise en charge d'ACL, QoS, support RADIUS, support d'images étendues, STP Root Guard, relais DHCP, LACP, client DHCP, tampon de paquets 512 Ko, Storm Control, Back Pressure Support, LLDP-MED, STP BPDU Guard, EEE, VLAN Tagging, prise en charge du montage en série, LAG, DSCP based QoS, configuration zéro touche",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE 802.1p, IEEE 802.3af, IEEE 802.1x, IEEE 802.1ab (LLDP), IEEE 802.3at",,Capacité de commutation: 24 Gbps,2.5 kg,10 x 10/100/1000 (PoE+) + 2 x Gigabit SFP,,,PoE+,,,,,,,Routage IP statique,"SNMP 1, SNMP 3, SNMP 2c, HTTPS, SSH, CLI",,,,,,,,,,Support 24x7 de 3 ans,Gigabit Ethernet,,,,8 000 entrées,,,,,,,,,,,,,,,,,,,
6311243,SonicWall Switch SWS12-8POE,SONICWALL,8POE - Commutateur - Géré - 8 x 10/100/1000 (PoE) + 2 x Gigabit SFP - de bureau - PoE (55 W) - avec Support 24x7 de 3 ans,457.29,,,,,,,,55 W,,Interfaces virtuelles (VLAN): 4096,,"Contrôle du flux, auto-négociation, prise en charge du réseau local (LAN) virtuel, auto-uplink (MDI/MDI-X auto), IGMP snooping, prise en charge de Syslog, mise en miroir des ports, possibilité d'évolution vers de nouveaux micrologiciels, prise en charge RSTP, Prise en charge MSTP, DHCP snooping, prise en charge d'ACL, QoS, support RADIUS, support d'images étendues, STP Root Guard, sans ventilateur, relais DHCP, LACP, client DHCP, tampon de paquets 512 Ko, Storm Control, Back Pressure Support, LLDP-MED, STP BPDU Guard, EEE, VLAN Tagging, prise en charge du montage en série, LAG, DSCP based QoS, configuration zéro touche",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE 802.1p, IEEE 802.3af, IEEE 802.1x, IEEE 802.1ab (LLDP)",,Capacité de commutation: 20 Gbps,640 g,8 x 10/100/1000 (PoE) + 2 x Gigabit SFP,,,PoE,,,,,,,Routage IP statique,"SNMP 1, SNMP 3, SNMP 2c, HTTPS, SSH, CLI",,,,,,,,,,Support 24x7 de 3 ans,Gigabit Ethernet,,,,8 000 entrées,,,,,,,,,,,,,,,,,,,
